State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Kansas,20,2012,65.42857143,74.74285714,76.28571429,52.31428571,54.22857143,56.62857143,56.74285714,80.82857143,70.82857143,54.62857143,76.25714286,53.48571429,75.54285714,42.14285714,75.17142857,42.2,41.91428571,59.28571429,46.42857143,49.68571429,56.48571429,48.57142857,56.42857143,2.628571429,1.514285714,1.6,1.428571429,1.342857143,1.514285714,1.6,1.428571429,1.342857143,1.457142857,1.6,1.742857143,1.771428571,3.257142857,3.371428571,3.714285714,3.028571429,1.657142857,2.571428571,2.714285714,3.285714286,3.857142857,2.371428571,1.314285714,3.6,2.8,3.742857143,5.314285714,2.25,1.142857143,1.342857143,1.3125,1.5,1.8125,2.114285714,31.25,55.71428571,19.65714286,1.685714286,2.542857143,0.885714286,0.885714286,1.057142857,3.114285714,0.828571429,0,1.285714286,0,1.657142857,1.457142857,1.742857143,54.22857143,5.342857143,3.771428571,4.028571429,4.285714286,1.685714286,3.6,5,2.914285714,4.685714286,4.8,1.342857143,3.2,3.114285714,1.914285714,3,3.085714286,2.714285714,2.542857143,4.542857143,4.4,3,3.114285714,2.257142857,1.75,1.875,1.25,1.25,2.371428571,3.742857143,3.828571429,1.657142857,2.8,1.628571429,1.657142857,1.571428571,1.628571429,1.342857143,2.028571429,58.34285714,3.314285714,1.657142857,3.857142857,2.771428571,3.714285714,3.2,2.257142857,3.514285714,3.971428571,0.542857143,5.171428571,1.8,6.114285714,6.114285714,4.657142857,2.8,3.514285714,2.571428571,3.114285714,3.6,2.142857143,1.685714286,1.514285714,1.428571429,3.714285714,3.485714286,2.685714286,5,3.057142857,3.714285714,4.571428571,5.257142857,5.457142857,3.228571429,5.771428571,5.142857143,6.285714286,2.228571429,1.971428571,1.914285714,2885905,2.9,0.2,2885905,49.7,50.3,51.7,48.3,394224,59.7,30.1,5.5,2.1,1113911,1127129,53.3,2.7,11.4,1.3,6.7,39.5,28.4,66.6,26.3,30,30.8,375663,35.1,2848708,51.6,67937,50.2,49.8,118879,2.4,8.5,24.6,0,0,"1,159,971.00","692,634.00",0.6,6,"440,726.00",0.38,0,0.42,0.569,0.535,-0.011,-0.001,45390
Kentucky,21,2012,59.02531646,70.94936709,75.63291139,49.98734177,55.44303797,55.44303797,55.97468354,78.35443038,64.40506329,50.25316456,73.6835443,56.32911392,70.34177215,41.87341772,67.40506329,45.41772152,46,53.84810127,38.37974684,55.41772152,57.15189873,46.2278481,54.35443038,2.582278481,1.53164557,1.696202532,1.35443038,1.379746835,1.53164557,1.696202532,1.35443038,1.379746835,1.569620253,1.607594937,1.658227848,1.746835443,2.924050633,2.962025316,3.35443038,3,1.430379747,2.417721519,2.417721519,3.075949367,3.303797468,2.506329114,1.189873418,2.696202532,2.189873418,2.696202532,5.582278481,2.292682927,1.35443038,1.405063291,1.707317073,1.634146341,1.56097561,2.101265823,35.97560976,55.06329114,22.67088608,1.64556962,2.594936709,0.936708861,0.936708861,0.974683544,2.759493671,0.82278481,0,1.227848101,0,1.670886076,1.278481013,1.670886076,52.87341772,4.493670886,2.696202532,3.734177215,4.139240506,1.658227848,3.222222222,5.556962025,2.949367089,4.607594937,4.46835443,1.227848101,2.797468354,3,1.860759494,2.936708861,3.329113924,2.772151899,2.683544304,4.696202532,4.405063291,3.037974684,3.126582278,2.227848101,1.87804878,2.073170732,1.195121951,1.512195122,2.405063291,4.012658228,4.164556962,1.873417722,2.835443038,1.721518987,1.911392405,1.721518987,1.594936709,1.367088608,2.215189873,59.81012658,3.113924051,2.050632911,3.620253165,2.936708861,3.64556962,3.569620253,2.708860759,3.582278481,3.936708861,0.632911392,5.898734177,2.113924051,7.139240506,7.164556962,4.696202532,3.481012658,3.455696203,2.810126582,3.151898734,3.911392405,2.569620253,1.696202532,1.582278481,1.721518987,3.810126582,3.430379747,2.303797468,5.291139241,3.037974684,2.746835443,4.810126582,5.746835443,5.860759494,2.797468354,5.417721519,5.53164557,6.215189873,2.037974684,1.898734177,1.949367089,4380415,1.9,0.1,4380415,49.2,50.8,50.6,49.4,613626,59.7,29,5.2,2.3,1707004,1720998,51.9,3,11.9,1.9,6.3,40.9,26.6,70.8,22.6,21.2,22.3,590957,42.6,4328626,50,50374,43.8,56.2,87037,1.7,7.5,24.4,400,0,"1,797,212.00","1,087,190.00",0.61,8,"679,370.00",0.38,0,0.41,0.557,0.534,-0.023,-0.002,38408
Louisiana,22,2012,71.18018018,78.18018018,70.45045045,59.79279279,66.06306306,62.16216216,55.24324324,84.20720721,69.04504505,64.5045045,81.37837838,63.95495496,77.77477477,35.09009009,68.36936937,52.65765766,55.14414414,56.30630631,50.54954955,64.78378378,63.93693694,66.46846847,82.26126126,2.657657658,1.711711712,1.81981982,1.387387387,1.351351351,1.711711712,1.81981982,1.387387387,1.351351351,1.54954955,1.630630631,1.837837838,1.855855856,2.657657658,3.774774775,4.045045045,2.927927928,1.315315315,1.90990991,2.243243243,3.693693694,3.981981982,2.495495496,1.036036036,2.207207207,1.954954955,2.657657658,5.63963964,2.216666667,1.342342342,1.594594595,1.65,1.766666667,1.5,2.27027027,42.08333333,74.30630631,35.88288288,1.711711712,2.711711712,0.90990991,0.90990991,1.072072072,2.198198198,0.693693694,0.009009009,0.891891892,0.009009009,1.603603604,1.36036036,1.72972973,49.45945946,4.576576577,3.063063063,4.126126126,4.027027027,1.720720721,3.260869565,4.522522523,2.774774775,4.963963964,5.153153153,1.189189189,3.027272727,2.846846847,1.594594595,2.81981982,3.288288288,2.612612613,2.801801802,3.801801802,3.720720721,2.945945946,3.036036036,2.27027027,1.916666667,2.05,1.95,2.033333333,3.171171171,3.873873874,3.972972973,1.810810811,2.864864865,1.72972973,1.576576577,1.63963964,1.396396396,1.342342342,2.18018018,64.14414414,2.783783784,2.036036036,4.054054054,2.747747748,4.18018018,4.018018018,2.459459459,3.810810811,3.45045045,0.792792793,6.414414414,2.297297297,8,8.063063063,4.855855856,2.45045045,3.198198198,3.117117117,3.531531532,3.234234234,3.036036036,1.522522523,1.45045045,1.504504505,4.063063063,2.90990991,2.486486486,5.621621622,2.675675676,2.738738739,5.063063063,5.918918919,5.756756757,2.774774775,5.684684685,5.531531532,4.279279279,2.324324324,1.864864865,2.225225225,4601893,1.5,0.1,4601893,48.9,51.1,50,50,597750,55.1,31.6,5.3,2.2,1719473,1771878,45.8,3,10.9,2.5,7.1,42.8,25.1,71.3,21.3,21,22.8,576626,42.7,4545914,52.6,68053,48,52,100099,1.5,8.6,23.5,3990,0,"1,994,065.00","1,152,262.00",0.58,8,"809,141.00",0.41,0,0.4,0.602,0.57,0.022,0.034,47248
Maine,23,2012,55.90909091,66.81818182,75.18181818,49.36363636,43.81818182,43.63636364,57,72.72727273,63.18181818,42.72727273,70.63636364,48.63636364,62.63636364,51.81818182,68.63636364,39.36363636,40.45454545,52.45454545,45.45454545,43.18181818,46.81818182,47.45454545,45.63636364,2.636363636,1.454545455,1.545454545,1.363636364,1.545454545,1.454545455,1.545454545,1.363636364,1.545454545,1.454545455,1.545454545,1.454545455,1.454545455,3.545454545,1.363636364,2.818181818,1.727272727,1.636363636,2.909090909,3.181818182,2.454545455,2.090909091,2.818181818,1.181818182,2.636363636,2.272727273,2.454545455,5.636363636,2,1.272727273,1.272727273,1,1.25,1,2.363636364,12.5,68.18181818,22.18181818,1.909090909,2.909090909,1.181818182,1.181818182,1.727272727,2.545454545,1.181818182,0.636363636,1.636363636,1.181818182,2.909090909,1,2,55.45454545,4.545454545,2.363636364,3.454545455,4.727272727,1.636363636,3.666666667,4.818181818,2.909090909,3.818181818,3.545454545,1.272727273,2.909090909,3.727272727,2.181818182,3,3.909090909,2.181818182,2.727272727,4.636363636,4.272727273,2.272727273,2.636363636,2.090909091,3,2.75,1,1.25,2.818181818,3.636363636,3.909090909,2,3.818181818,1.545454545,2.090909091,2.272727273,1.636363636,2,2.636363636,53.36363636,3.818181818,2.272727273,3.454545455,3,3.636363636,3.181818182,2.636363636,2.454545455,2.454545455,0.090909091,4.272727273,1.363636364,4.272727273,4,3.545454545,3.545454545,3.181818182,2.727272727,3.636363636,3,1.909090909,1.636363636,1.545454545,1.909090909,3.545454545,2.454545455,2.909090909,5.636363636,2.545454545,2.090909091,5.181818182,5.454545455,5.636363636,2.818181818,5.636363636,5.636363636,9,1.363636364,1.636363636,1.454545455,1329192,1.9,0.1,1329192,49,51,50,50,225973,63.7,25.1,7.2,3.9,554543,538918,52.5,3.1,13.5,0.9,5.4,39.2,28.6,71.7,22.7,26.5,29.3,219441,35.4,1315586,43.9,25188,39,61,21907,1.7,8.3,27.5,195610,0.0002,"713,180.00","292,276.00",0.41,0,"401,306.00",0.56,4,0.58,0.682,0.67,0.102,0.134,38114
Maryland,24,2012,61.20792079,67.17821782,71.72277228,47.16831683,54.76237624,55.36633663,52.03960396,74.67326733,62.57425743,52.03960396,78.3960396,54.6039604,70.66336634,38.63366337,66.71287129,41.10891089,46.83168317,59.38613861,45.14851485,46.14851485,59.45544554,45.58415842,56.95049505,2.633663366,1.544554455,1.722772277,1.336633663,1.386138614,1.544554455,1.722772277,1.336633663,1.386138614,1.485148515,1.623762376,1.683168317,1.811881188,2.534653465,2.900990099,3.504950495,2.247524752,1.594059406,2.465346535,2.544554455,2.940594059,3.366336634,2.178217822,1.00990099,2.693069307,2.297029703,2.683168317,5.792079208,2.163265306,1.168316832,1.455445545,1.714285714,1.816326531,1.612244898,2.059405941,44.3877551,52.97029703,23.6039604,1.673267327,2.633663366,0.930693069,0.930693069,1.01980198,2.227722772,0.910891089,0.920792079,1.277227723,1.277227723,1.673267327,1.158415842,1.633663366,51.15841584,4.346534653,2.534653465,4.178217822,4.792079208,1.693069307,3.736842105,5.594059406,3.257425743,4.425742574,4.514851485,1.277227723,2.920792079,3.267326733,2.118811881,3.198019802,3.712871287,2.831683168,3.00990099,4.465346535,4.376237624,2.841584158,3,2.534653465,1.408163265,1.612244898,1.408163265,1.734693878,2.306930693,3.821782178,3.881188119,1.841584158,3.02970297,1.871287129,1.732673267,1.871287129,1.782178218,1.415841584,2.346534653,58.12871287,2.99009901,2.425742574,3.841584158,3.217821782,3.940594059,3.683168317,2.920792079,3.97029703,3.851485149,0.821782178,5.198019802,2.138613861,5.821782178,5.861386139,4.722772277,2.821782178,3.415841584,3.277227723,3.465346535,3.910891089,2.475247525,1.712871287,1.683168317,1.554455446,3.485148515,3.386138614,2.495049505,5.524752475,3.297029703,2.544554455,5.207920792,5.900990099,5.782178218,2.524752475,5.99009901,5.504950495,7.396039604,2.217821782,2.01980198,2.227722772,5884563,2.9,0.2,5884563,48.4,51.6,50.1,49.9,762681,55.3,30.7,6,2.2,2157717,2283540,49.4,2.6,8.5,2.4,6.4,36.3,32.2,65,28.2,36.9,36.9,738832,32.7,5816472,48.1,392727,45.2,54.8,446609,2.1,15.5,23.4,1120,0,"2,707,327.00","971,869.00",0.36,0,"1,677,844.00",0.62,10,0.62,0.666,0.595,0.086,0.059,53757
Massachusetts,25,2012,62.4496124,68,72.43410853,49.51937985,49.55813953,52.50387597,53.96124031,76.82945736,61.41085271,56.06976744,73.37984496,49.96899225,68.08527132,39.85271318,65.0620155,44.84496124,46.90697674,59.96124031,41.1627907,43.31007752,54.93023256,55.08527132,65.60465116,2.581395349,1.596899225,1.697674419,1.341085271,1.364341085,1.596899225,1.697674419,1.341085271,1.364341085,1.496124031,1.651162791,1.705426357,1.775193798,2.875968992,3.209302326,3.92248062,2.589147287,1.341085271,2.186046512,2.418604651,3.418604651,3.790697674,2.604651163,1.170542636,2.689922481,2.19379845,2.868217054,5.418604651,2.21875,1.379844961,1.480620155,1.59375,1.828125,1.75,2.147286822,38.28125,57.36434109,33.33333333,1.775193798,2.713178295,1.062015504,1.062015504,1.062015504,2.201550388,0.906976744,1.100775194,1.364341085,1.604651163,1.286821705,1.201550388,1.736434109,52.09302326,4.658914729,2.953488372,4.434108527,4.821705426,1.76744186,3.679245283,5.224806202,3.465116279,4.527131783,4.395348837,1.519379845,3.534883721,3.15503876,2.209302326,3.031007752,3.302325581,2.581395349,2.434108527,4.162790698,4.031007752,2.829457364,3,2.472868217,1.75,1.875,1.1875,1.328125,2.178294574,3.496124031,3.542635659,2.007751938,3.03875969,1.821705426,1.790697674,1.790697674,1.558139535,1.519379845,2.294573643,57.11627907,2.651162791,2.093023256,3.341085271,2.860465116,3.496124031,3.170542636,2.527131783,3.449612403,3.418604651,0.395348837,4.829457364,1.751937985,5.410852713,5.488372093,4.124031008,3.573643411,3.224806202,2.534883721,3.108527132,3.550387597,2.465116279,1.697674419,1.558139535,1.658914729,3.465116279,3.11627907,2.829457364,5.558139535,3.085271318,3.100775194,5.100775194,5.550387597,5.178294574,2.565891473,5.403100775,5.348837209,6.565891473,1.829457364,1.635658915,1.798449612,6646144,2.6,0.2,6646144,48.4,51.6,49.7,50.3,961031,57.8,29.8,6.5,2.5,2522394,2633255,48.4,2.6,8.6,1.8,6.4,35.7,34,63,30.1,39.4,39.2,921944,33.7,6580641,48.1,510210,46.2,53.8,485482,2.2,12.8,27.9,0,0,"3,167,767.00","1,188,314.00",0.38,0,"1,921,290.00",0.61,11,0.62,0.659,0.602,0.079,0.066,61801
Michigan,26,2012,63.0867052,69.13294798,73.19075145,47.43930636,54.79190751,49.9017341,56,82.49710983,67.63583815,53.38150289,78.78034682,54.68786127,71.76878613,40.27745665,69.01156069,41.71098266,43.57803468,56.65317919,42.65317919,51.70520231,53.12138728,52.21387283,62.21965318,2.595375723,1.693641619,1.728323699,1.462427746,1.502890173,1.693641619,1.728323699,1.462427746,1.502890173,1.722543353,1.780346821,1.803468208,1.867052023,3.075144509,3.208092486,3.468208092,2.797687861,1.658959538,2.578034682,2.98265896,3.150289017,3.445086705,2.61849711,1.040462428,2.757225434,2.225433526,2.554913295,5.248554913,2.225,1.306358382,1.277456647,1.45,1.625,1.55,2.063583815,59.6625,59.24277457,25.55491329,1.768786127,2.780346821,1.10982659,1.10982659,1.179190751,2.092485549,0.959537572,0.947976879,1.456647399,1.462427746,1.606936416,1.179190751,1.630057803,56.01156069,4.612716763,2.699421965,4.358381503,4.820809249,1.734104046,3.337662338,5.375722543,2.947976879,4.479768786,4.855491329,1.300578035,3.098837209,3.329479769,2.150289017,2.855491329,3.687861272,2.612716763,2.976878613,4.658959538,4.549132948,2.988439306,3.12716763,2.797687861,1.9875,2.1375,1.6375,1.8375,2.468208092,3.959537572,4.046242775,2.063583815,3.219653179,1.930635838,1.895953757,1.930635838,1.751445087,1.641618497,2.421965318,56.67052023,3.179190751,2.393063584,3.601156069,3.057803468,4.011560694,3.566473988,2.855491329,3.335260116,4.028901734,0.606936416,4.61849711,1.849710983,4.832369942,4.774566474,4.121387283,3.832369942,3.612716763,2.913294798,3.150289017,3.87283237,2.317919075,1.826589595,1.757225434,1.734104046,3.722543353,3.028901734,2.277456647,5.485549133,3.052023121,2.716763006,4.919075145,5.583815029,5.450867052,2.74566474,5.815028902,5.393063584,7.034682081,2.069364162,1.98265896,1.965317919,9883360,2.4,0.2,9883360,49.1,50.9,50.4,49.6,1442623,58.4,30.5,5.5,2.3,3819068,3903780,49.5,2.6,10.8,1.3,5.5,38.6,29.9,67.3,26.9,26.1,26,1404130,36,9778980,49.1,303447,48.6,51.4,303872,1.6,9.4,24,15186750,0.0181,"4,730,961.00","2,115,256.00",0.45,0,"2,564,569.00",0.54,16,0.57,0.647,0.62,0.067,0.084,40301
Minnesota,27,2012,55.35433071,64.90551181,72.62204724,45.44094488,51.62992126,51.21259843,52.65354331,75.62992126,65.4015748,51.67716535,77.57480315,50.05511811,67.25984252,39.58267717,67.8976378,41.8503937,43.92913386,56.03937008,40.60629921,47.18897638,52.39370079,52.88976378,63.69291339,2.496062992,1.527559055,1.692913386,1.362204724,1.543307087,1.527559055,1.692913386,1.362204724,1.543307087,1.527559055,1.661417323,1.62992126,1.834645669,3.070866142,2.94488189,3.291338583,2.503937008,1.496062992,2.448818898,2.858267717,2.94488189,3.31496063,2.480314961,1.173228346,2.677165354,2.299212598,2.606299213,5.57480315,2.308823529,1.196850394,1.31496063,1.705882353,1.617647059,1.397058824,1.968503937,26.83823529,48.42519685,20.2519685,1.811023622,2.771653543,1.133858268,1.133858268,1.181102362,2.078740157,1.023622047,1.007874016,1.590551181,1.614173228,1.62992126,1.244094488,1.700787402,52.1496063,4.582677165,2.669291339,4.566929134,4.551181102,1.653543307,3.4,5.251968504,2.984251969,4.283464567,4.141732283,1.354330709,3.055555556,3.322834646,2.102362205,2.834645669,3.330708661,2.637795276,2.858267717,4.42519685,4.251968504,2.818897638,2.976377953,2.338582677,2.044117647,2.029411765,1.617647059,1.838235294,2.299212598,3.763779528,3.952755906,1.818897638,2.88976378,1.913385827,2.007874016,1.866141732,1.645669291,1.519685039,2.456692913,58.51968504,3.299212598,2.11023622,3.464566929,3.149606299,3.74015748,3.417322835,2.755905512,3.330708661,3.228346457,0.401574803,4.535433071,1.708661417,5.007874016,5.094488189,4.275590551,3.834645669,3.244094488,2.708661417,3.149606299,3.62992126,2.393700787,1.803149606,1.622047244,1.653543307,3.622047244,3.196850394,2.590551181,5.385826772,2.952755906,2.826771654,5.078740157,5.37007874,5.496062992,2.748031496,5.582677165,5.354330709,7.251968504,1.724409449,1.732283465,1.763779528,5379139,2.4,0.1,5379139,49.6,50.4,50.7,49.3,729910,60.9,29.4,6,2.7,2111943,2128478,53.4,2.1,9.2,0.9,7,39.7,27.7,67.5,25.1,32.6,33.7,700190,31.7,5315228,49.4,182509,45.7,54.3,206815,2,9.7,24.7,0,0,"2,936,561.00","1,320,225.00",0.45,0,"1,546,167.00",0.53,10,0.54,0.761,0.714,0.181,0.178,51744
Mississippi,28,2012,65.10526316,65.60526316,69.97368421,61.26315789,54.47368421,46.89473684,65.39473684,83.02631579,62.39473684,45.78947368,76.44736842,65.55263158,75.26315789,49.13157895,60.36842105,57.21052632,50.97368421,47.65789474,44.26315789,66.28947368,56.76315789,72.05263158,74.18421053,2.657894737,1.552631579,1.763157895,1.605263158,1.552631579,1.552631579,1.763157895,1.605263158,1.552631579,1.657894737,1.710526316,1.605263158,1.657894737,3.526315789,3.421052632,3.210526316,3.421052632,1.5,2.473684211,3.5,2.789473684,3.210526316,3.631578947,1.184210526,3.236842105,2.289473684,2.710526316,4.657894737,2.363636364,1.447368421,1.552631579,1.727272727,1.818181818,1.681818182,2.157894737,86.31818182,57.89473684,26.36842105,1.578947368,2.526315789,1.052631579,1.052631579,1.131578947,2.263157895,1,1,1.684210526,1.684210526,1.447368421,1.236842105,1.605263158,64.71052632,4.289473684,2.157894737,4.815789474,4.894736842,1.631578947,3.5,5.184210526,2.263157895,4.394736842,5.105263158,1.210526316,3.078947368,3.315789474,1.526315789,2.921052632,3.526315789,2.631578947,3.578947368,4.447368421,4.368421053,3.342105263,3.263157895,3,3.318181818,3.318181818,2.818181818,2.954545455,3.315789474,4.026315789,3.947368421,1.973684211,2.973684211,1.894736842,1.868421053,2.026315789,1.868421053,1.736842105,2.289473684,59.57894737,3.236842105,2.921052632,4.026315789,3.657894737,3.842105263,3.315789474,3.236842105,4.578947368,3.842105263,1.078947368,6.263157895,2.526315789,7.421052632,7.368421053,5.105263158,2.894736842,3.657894737,2.868421053,3.342105263,3.894736842,2.263157895,1.842105263,1.947368421,1.447368421,3.894736842,3.236842105,2.552631579,5.342105263,2.763157895,2.394736842,4.631578947,5.210526316,4.947368421,3.078947368,4.973684211,4.657894737,6.973684211,2.447368421,2.263157895,2.210526316,2984926,1,0.1,2984926,48.3,51.7,49.3,50.7,402724,54.3,32.3,4.4,1.8,1090521,1126405,47.2,3,11.2,2.7,6.4,40.6,27,70.8,22.1,19.3,21.9,388958,44.5,2947696,54.2,21299,45.3,54.7,38004,1.2,6.2,24.4,0,0,"1,285,584.00","710,746.00",0.55,6,"562,949.00",0.44,0,0.43,0.593,0.572,0.013,0.036,32378
Missouri,29,2012,62.11320755,66.6509434,76,56.31132075,53.04716981,49.22641509,61.03773585,79.16037736,63.22641509,49.59433962,77.5754717,52.5,70.82075472,43.18867925,66.95283019,44.91509434,43.19811321,50.51886792,40.46226415,57.21698113,53.16981132,55.06603774,62.33962264,2.566037736,1.433962264,1.58490566,1.490566038,1.70754717,1.433962264,1.58490566,1.490566038,1.70754717,1.622641509,1.70754717,1.613207547,1.773584906,3.198113208,3.132075472,3.132075472,2.839622642,1.660377358,2.783018868,3.150943396,2.990566038,3.188679245,2.990566038,1.113207547,2.70754717,2.179245283,2.481132075,5.349056604,2.333333333,1.386792453,1.367924528,1.549019608,1.549019608,1.529411765,1.990566038,33.33333333,49.52830189,21.83018868,1.660377358,2.650943396,1.018867925,1.018867925,1.132075472,2.358490566,0.981132075,0.971698113,1.547169811,1.528301887,1.820754717,1.301886792,1.613207547,61.05660377,4.330188679,2.160377358,4.405660377,4.632075472,1.735849057,3.097560976,5.320754717,2.669811321,3.952830189,4.660377358,1.245283019,3.019047619,3.41509434,1.91509434,2.867924528,4.160377358,2.764150943,3.405660377,4.801886792,4.679245283,3.179245283,3.216981132,2.79245283,2.862745098,2.921568627,2.156862745,2.31372549,2.735849057,4.122641509,4.20754717,2.066037736,3.103773585,1.91509434,1.962264151,2.047169811,1.745283019,1.783018868,2.424528302,57.13207547,3.377358491,2.839622642,3.650943396,3.5,3.801886792,3.462264151,3.311320755,3.669811321,3.943396226,0.981132075,4.745283019,2.132075472,4.962264151,4.952830189,4.509433962,3.509433962,3.91509434,2.726415094,3.273584906,4.320754717,2.169811321,1.990566038,1.849056604,1.745283019,3.452830189,2.811320755,2.254716981,5.603773585,2.726415094,2.433962264,4.971698113,5.481132075,5.641509434,2.91509434,5.547169811,5.169811321,7.377358491,2.443396226,2.29245283,2.150943396,6021988,2.2,0.1,6021988,49,51,50.2,49.8,884325,59.6,29.5,5.7,2.5,2359135,2353637,51,2.9,11.4,1.8,6,40.6,28.2,69.5,24.5,25.9,26.9,847638,37.9,5951913,48.6,98935,43.7,56.3,129141,2,9.3,24.3,127560,0.0002,"2,757,323.00","1,482,440.00",0.54,10,"1,223,796.00",0.44,0,0.49,0.622,0.596,0.042,0.06,42001
Montana,30,2012,54.04347826,67,68.65217391,39.08695652,61.43478261,62.2173913,44.95652174,75.04347826,67.2173913,58.91304348,78.56521739,50,70.43478261,34.56521739,65.95652174,34.56521739,41.13043478,61.65217391,35.60869565,35.39130435,55.26086957,46.86956522,62.30434783,2.52173913,1.47826087,1.565217391,1.391304348,1.391304348,1.47826087,1.565217391,1.391304348,1.391304348,1.52173913,1.47826087,1.695652174,1.695652174,2.391304348,3.086956522,3.782608696,1.869565217,1.47826087,2.52173913,2.739130435,2.739130435,3.434782609,2.217391304,1,2.130434783,1.956521739,2.739130435,5.086956522,2.153846154,1.217391304,1.347826087,1.692307692,1.769230769,1.615384615,2.043478261,50,52.17391304,24.60869565,1.826086957,2.826086957,1.130434783,1.130434783,1.260869565,1.913043478,1.130434783,1.130434783,1.652173913,1.652173913,1.739130435,1.086956522,1.652173913,42.34782609,3.869565217,2.173913043,4.086956522,4.434782609,1.565217391,2,4.608695652,3.347826087,4,3.826086957,1.391304348,3.272727273,2.652173913,2.391304348,3.347826087,3.47826087,2.913043478,2.695652174,4.652173913,4.52173913,2.304347826,2.652173913,2.652173913,1.307692308,1.615384615,1,1.153846154,1.695652174,3.52173913,3.434782609,1.782608696,2.826086957,1.869565217,1.956521739,1.695652174,1.956521739,1.52173913,2.173913043,50.82608696,3.130434783,2.47826087,3.434782609,3.304347826,3.565217391,3.173913043,2.869565217,3.086956522,3.086956522,0.434782609,4.652173913,1.782608696,4.913043478,4.956521739,3.956521739,2.869565217,3.173913043,2.913043478,3.52173913,3.608695652,2.217391304,1.695652174,1.52173913,1.739130435,3.826086957,2.608695652,1.826086957,5.391304348,3.391304348,2.695652174,5.130434783,5.173913043,5.652173913,2.608695652,5.608695652,5.434782609,5.47826087,1.782608696,1.608695652,1.782608696,1005141,2.4,0.1,1005141,50.1,49.9,51.4,48.6,158585,62.9,26.4,6.1,2.4,408938,409851,53.1,2.8,11.4,1.2,6,41.9,26.1,69.6,23.5,28.8,30,153829,36.1,995544,40.4,10413,36.3,63.7,7931,1.8,8.8,22.8,0,0,"484,048.00","267,928.00",0.55,3,"201,839.00",0.42,0,0.47,0.625,0.616,0.045,0.08,38181
